3.9843524921|-11.9746121065|-4.8612387027|-19.0843235227|-8.4070986799|-3.0082366050|6.9560996908|11.1592218231|4.7867121706|10.9944237535|-73.4740047216
-9.4399533507|-2.1777191667|8.0970843388|-0.6167763081|6.7246044709|-0.1939484911|0.0071102308|0.1598184067|11.9949212802|9.7958760835|-132.3997523220
2.7484232802|16.8735456224|4.0736091494|10.2593348656|-1.5662379443|-0.1285408268|3.7233493424|2.7062299930|8.0900842687|-3.3648141450|-124.6642241876
2.5450478996|10.0040846765|-7.6117436984|-3.7087984690|-7.5083792202|0.5244332473|-3.2505704195|-5.5996025639|27.3649006288|-4.8448771598|-152.7419252152
6.6621838879|1.6663928738|-2.0203196592|12.1103585492|20.3004970988|17.0850404011|-5.1896995746|2.7671845599|7.0899788416|4.5157087218|292.2911118775
-4.1873046097|-11.3780640541|10.5735300942|6.4088010515|-1.9696565913|8.5431402896|3.9950548703|-23.0637989867|2.4040364094|3.2719903197|-100.8765329693
-7.1347043231|5.4550529328|9.0477327700|3.4329551623|9.0337026061|-0.0000993919|-5.8299549370|5.0408606147|-1.3522985776|5.0328951387|-28.9749138090
-6.9561224794|9.1017110527|-19.0613285130|7.3245665941|-22.0683894364|5.5494699137|8.1840873519|-4.3718217006|12.8813486204|-8.5387000185|-295.5001427297
7.7568277004|-19.3042677290|-5.5716629218|9.8417089927|0.9245191153|4.4853629528|-3.1085686591|17.3091434415|-12.6215834271|-8.2866846846|43.3976147043
3.7676419731|5.4766050291|4.2893132961|-18.3195213552|9.5956283355|-10.6433572363|1.5549356715|-13.8905698735|5.5984598700|-2.0792109848|335.5955718523
