-16.0568604917|3.3168778731|-7.8636012455|-4.4439377573|-6.3975618436|19.1826713835|-3.2569001855|-2.4265489406|-17.5272682493|1.7959520192|-166.8658360399
3.8705564487|-0.2805335467|-11.6836222543|-5.6982449452|6.7632289645|-3.2500492958|-0.0291254574|4.0033909573|8.2059632283|9.5063778938|-192.4014725715
7.1396469857|-2.1971160641|8.3233490879|8.0966157555|15.0214133717|-4.8932056130|12.8466448059|23.1567093252|12.5427466468|1.5893206417|190.8074982718
11.4313378953|6.3746057521|-0.0512281905|-6.2394810257|-5.9973622597|4.6811553775|-1.3605605068|2.0390461945|10.4609239940|1.9686449044|170.5354039026
-7.0013314612|7.0003261991|-9.4214517149|4.7242088028|25.1274779238|-1.9861768284|2.6269746740|-8.3279082520|6.4013250003|-6.4959319578|-684.2387834776
0.1849813358|10.5448226668|-4.2807971640|-1.3338289128|-1.8309488160|-6.4633530455|9.1720268400|-19.1080524927|4.1884960016|-1.6931937277|29.2488449762
7.5351510710|-2.9727855232|-3.9576788495|-11.1730016978|19.0359737988|6.8369794760|13.4179957671|7.3024230275|-7.8566140127|-6.4395772141|-438.3620158316
5.0848992227|-3.1138820443|-29.9004282964|7.8320198749|-17.2380756737|-1.0273076118|-15.5287026696|13.4905865700|-11.1001772105|-8.8125767831|-1184.6121102936
5.1541828478|1.2783947677|-7.2141487472|-12.7688226141|6.2926532969|-6.0184425369|-0.4152031459|4.3528438346|11.2089394236|-0.6677904493|-331.5090136058
6.0511678920|-2.3425311659|0.7587020221|10.5728587904|2.1663948715|-13.3907168385|-18.0051643446|5.9062536501|-2.5899712639|-6.9150963463|-468.5006979922
